indicator,year,name,category,group,value
satisfied_with_life,2018,chesprocott,Income,$75K+,0.79
satisfied_with_life,2018,chesprocott,Income,<$75K,0.6464646464646465
satisfied_with_life,2018,chesprocott,With children,No children,0.7070707070707071
satisfied_with_life,2018,chesprocott,With children,Children in household,0.77
satisfied_with_life,2018,connecticut,Total,Total,0.67
satisfied_with_life,2018,connecticut,Gender,Male,0.6799999999999999
satisfied_with_life,2018,connecticut,Gender,Female,0.65
satisfied_with_life,2018,connecticut,Age,Ages 18-34,0.5800000000000001
satisfied_with_life,2018,connecticut,Age,Ages 35-49,0.62
satisfied_with_life,2018,connecticut,Age,Ages 50-64,0.69
satisfied_with_life,2018,connecticut,Age,Ages 65+,0.7676767676767677
satisfied_with_life,2018,connecticut,Race/Ethnicity,White,0.68
satisfied_with_life,2018,connecticut,Race/Ethnicity,Black,0.5757575757575757
satisfied_with_life,2018,connecticut,Race/Ethnicity,Latino,0.5700000000000001
satisfied_with_life,2018,connecticut,Education,High school or less,0.59
satisfied_with_life,2018,connecticut,Education,Some college or Associate's,0.61
satisfied_with_life,2018,connecticut,Education,Bachelor's or higher,0.73
satisfied_with_life,2018,connecticut,Income,<$15K,0.43000000000000005
satisfied_with_life,2018,connecticut,Income,$15K-$30K,0.48
satisfied_with_life,2018,connecticut,Income,$30K-$50K,0.57
satisfied_with_life,2018,connecticut,Income,$50K-$75K,0.62
satisfied_with_life,2018,connecticut,Income,$75K-$100K,0.72
satisfied_with_life,2018,connecticut,Income,$100K-$200K,0.77
satisfied_with_life,2018,connecticut,Income,$200K+,0.88
satisfied_with_life,2018,connecticut,With children,No children,0.66
satisfied_with_life,2018,connecticut,With children,Children in household,0.67
satisfied_with_life,2018,danbury,Total,Total,0.67
satisfied_with_life,2018,danbury,Gender,Male,0.69
satisfied_with_life,2018,danbury,Gender,Female,0.653061224489796
satisfied_with_life,2018,danbury,Age,Ages 18-34,0.54
satisfied_with_life,2018,danbury,Age,Ages 35-49,0.63
satisfied_with_life,2018,danbury,Age,Ages 50-64,0.77
satisfied_with_life,2018,danbury,Age,Ages 65+,0.7731958762886598
satisfied_with_life,2018,danbury,Race/Ethnicity,White,0.7171717171717171
satisfied_with_life,2018,danbury,Race/Ethnicity,Not white,0.5700000000000001
satisfied_with_life,2018,danbury,Education,High school or less,0.66
satisfied_with_life,2018,danbury,Education,Some college or Associate's,0.56
satisfied_with_life,2018,danbury,Education,Bachelor's or higher,0.72
satisfied_with_life,2018,danbury,Income,<$30K,0.48
satisfied_with_life,2018,danbury,Income,$30K-$75K,0.66
satisfied_with_life,2018,danbury,Income,$75K+,0.69
satisfied_with_life,2018,danbury,With children,No children,0.67
satisfied_with_life,2018,danbury,With children,Children in household,0.67
satisfied_with_life,2018,darien,Total,Total,0.78
satisfied_with_life,2018,darien,Gender,Male,0.8500000000000001
satisfied_with_life,2018,darien,Gender,Female,0.73
satisfied_with_life,2018,east_hartford,Total,Total,0.5
satisfied_with_life,2018,east_haven,Total,Total,0.6499999999999999
satisfied_with_life,2018,east_haven,Gender,Male,0.63
satisfied_with_life,2018,east_haven,Gender,Female,0.6666666666666666
satisfied_with_life,2018,east_haven,Age,Under age 55,0.65
satisfied_with_life,2018,east_haven,Age,Age 55 or older,0.6363636363636364
satisfied_with_life,2018,east_haven,Education,High school or less,0.54
satisfied_with_life,2018,east_haven,Education,Some college or higher,0.7171717171717171
satisfied_with_life,2018,east_haven,Income,$75K+,0.6799999999999999
satisfied_with_life,2018,east_haven,Income,<$75K,0.6000000000000001
satisfied_with_life,2018,ehhd,Total,Total,0.6599999999999999
satisfied_with_life,2018,ehhd,Gender,Male,0.61
satisfied_with_life,2018,ehhd,Gender,Female,0.7000000000000001
satisfied_with_life,2018,ehhd,Age,Under age 55,0.5800000000000001
satisfied_with_life,2018,ehhd,Age,Age 55 or older,0.81
satisfied_with_life,2018,ehhd,Education,Bachelor's or higher,0.76
satisfied_with_life,2018,ehhd,Education,Some college or less,0.55
satisfied_with_life,2018,ehhd,Income,$75K+,0.75
satisfied_with_life,2018,ehhd,Income,<$75K,0.5599999999999999
satisfied_with_life,2018,ehhd,With children,No children,0.64
satisfied_with_life,2018,ehhd,With children,Children in household,0.69
satisfied_with_life,2018,fairfield,Total,Total,0.73
satisfied_with_life,2018,fairfield,Gender,Male,0.74
satisfied_with_life,2018,fairfield,Gender,Female,0.7373737373737373
satisfied_with_life,2018,fairfield,Age,Under age 55,0.6900000000000001
satisfied_with_life,2018,fairfield,Age,Age 55 or older,0.79
satisfied_with_life,2018,fairfield,Education,Bachelor's or higher,0.77
satisfied_with_life,2018,fairfield,Education,Some college or less,0.6363636363636364
satisfied_with_life,2018,fairfield,Income,$75K+,0.79
satisfied_with_life,2018,fairfield,Income,<$75K,0.57
satisfied_with_life,2018,fairfield,With children,No children,0.74
satisfied_with_life,2018,fairfield,With children,Children in household,0.71
satisfied_with_life,2018,fairfield_county,Total,Total,0.6900000000000001
satisfied_with_life,2018,fairfield_county,Gender,Male,0.6969696969696969
satisfied_with_life,2018,fairfield_county,Gender,Female,0.6900000000000001
satisfied_with_life,2018,fairfield_county,Age,Ages 18-34,0.6
satisfied_with_life,2018,fairfield_county,Age,Ages 35-49,0.65
satisfied_with_life,2018,fairfield_county,Age,Ages 50-64,0.72
satisfied_with_life,2018,fairfield_county,Age,Ages 65+,0.787878787878788
satisfied_with_life,2018,fairfield_county,Race/Ethnicity,White,0.72
satisfied_with_life,2018,fairfield_county,Race/Ethnicity,Black,0.6060606060606062
satisfied_with_life,2018,fairfield_county,Race/Ethnicity,Latino,0.64
satisfied_with_life,2018,fairfield_county,Education,High school or less,0.61
satisfied_with_life,2018,fairfield_county,Education,Some college or Associate's,0.63
satisfied_with_life,2018,fairfield_county,Education,Bachelor's or higher,0.74
satisfied_with_life,2018,fairfield_county,Income,<$15K,0.44999999999999996
satisfied_with_life,2018,fairfield_county,Income,$15K-$30K,0.44999999999999996
satisfied_with_life,2018,fairfield_county,Income,$30K-$50K,0.62
satisfied_with_life,2018,fairfield_county,Income,$50K-$75K,0.63
satisfied_with_life,2018,fairfield_county,Income,$75K-$100K,0.73
satisfied_with_life,2018,fairfield_county,Income,$100K-$200K,0.75
satisfied_with_life,2018,fairfield_county,Income,$200K+,0.8700000000000001
satisfied_with_life,2018,fairfield_county,With children,No children,0.6900000000000001
satisfied_with_life,2018,fairfield_county,With children,Children in household,0.7
satisfied_with_life,2018,fcht,Total,Total,0.74
satisfied_with_life,2018,fcht,Gender,Male,0.7676767676767677
satisfied_with_life,2018,fcht,Gender,Female,0.72
satisfied_with_life,2018,fcht,Age,Under age 55,0.7000000000000001
satisfied_with_life,2018,fcht,Age,Age 55 or older,0.787878787878788
satisfied_with_life,2018,fcht,Education,Bachelor's or higher,0.7777777777777778
satisfied_with_life,2018,fcht,Education,Some college or less,0.72
satisfied_with_life,2018,fcht,Income,$75K+,0.82
satisfied_with_life,2018,fcht,Income,<$75K,0.6000000000000001
satisfied_with_life,2018,greater_bridgeport,Total,Total,0.62
satisfied_with_life,2018,greater_bridgeport,Gender,Male,0.61
satisfied_with_life,2018,greater_bridgeport,Gender,Female,0.64
satisfied_with_life,2018,greater_bridgeport,Age,Ages 18-34,0.54
satisfied_with_life,2018,greater_bridgeport,Age,Ages 35-49,0.62
satisfied_with_life,2018,greater_bridgeport,Age,Ages 50-64,0.64
satisfied_with_life,2018,greater_bridgeport,Age,Ages 65+,0.7474747474747475
satisfied_with_life,2018,greater_bridgeport,Race/Ethnicity,White,0.6699999999999999
satisfied_with_life,2018,greater_bridgeport,Race/Ethnicity,Black,0.5555555555555556
satisfied_with_life,2018,greater_bridgeport,Race/Ethnicity,Latino,0.55
satisfied_with_life,2018,greater_bridgeport,Education,High school or less,0.53
satisfied_with_life,2018,greater_bridgeport,Education,Some college or Associate's,0.585858585858586
satisfied_with_life,2018,greater_bridgeport,Education,Bachelor's or higher,0.71
satisfied_with_life,2018,greater_bridgeport,Income,<$15K,0.43000000000000005
satisfied_with_life,2018,greater_bridgeport,Income,$15K-$30K,0.4141414141414142
satisfied_with_life,2018,greater_bridgeport,Income,$30K-$50K,0.58
satisfied_with_life,2018,greater_bridgeport,Income,$50K-$75K,0.6363636363636364
satisfied_with_life,2018,greater_bridgeport,Income,$75K-$100K,0.71
satisfied_with_life,2018,greater_bridgeport,Income,$100K-$200K,0.77
satisfied_with_life,2018,greater_bridgeport,Income,$200K+,0.86
satisfied_with_life,2018,greater_bridgeport,With children,No children,0.63
satisfied_with_life,2018,greater_bridgeport,With children,Children in household,0.62
satisfied_with_life,2018,greater_greenwich,Total,Total,0.75
satisfied_with_life,2018,greater_greenwich,Gender,Male,0.75
satisfied_with_life,2018,greater_greenwich,Gender,Female,0.74
satisfied_with_life,2018,greater_greenwich,Age,Ages 18-34,0.71
satisfied_with_life,2018,greater_greenwich,Age,Ages 35-49,0.72
satisfied_with_life,2018,greater_greenwich,Age,Ages 50-64,0.77
satisfied_with_life,2018,greater_greenwich,Age,Ages 65+,0.8282828282828283
satisfied_with_life,2018,greater_greenwich,Race/Ethnicity,White,0.77
satisfied_with_life,2018,greater_greenwich,Race/Ethnicity,Black,0.73
satisfied_with_life,2018,greater_greenwich,Race/Ethnicity,Latino,0.7
satisfied_with_life,2018,greater_greenwich,Education,High school or less,0.69
satisfied_with_life,2018,greater_greenwich,Education,Some college or Associate's,0.66
satisfied_with_life,2018,greater_greenwich,Education,Bachelor's or higher,0.8
satisfied_with_life,2018,greater_greenwich,Income,<$30K,0.58
satisfied_with_life,2018,greater_greenwich,Income,$30K-$75K,0.7
satisfied_with_life,2018,greater_greenwich,Income,$75K+,0.81
satisfied_with_life,2018,greater_greenwich,With children,No children,0.75
satisfied_with_life,2018,greater_greenwich,With children,Children in household,0.76
satisfied_with_life,2018,greater_hartford,Total,Total,0.65
satisfied_with_life,2018,greater_hartford,Gender,Male,0.67
satisfied_with_life,2018,greater_hartford,Gender,Female,0.63
satisfied_with_life,2018,greater_hartford,Age,Ages 18-34,0.5700000000000001
satisfied_with_life,2018,greater_hartford,Age,Ages 35-49,0.63
satisfied_with_life,2018,greater_hartford,Age,Ages 50-64,0.67
satisfied_with_life,2018,greater_hartford,Age,Ages 65+,0.78
satisfied_with_life,2018,greater_hartford,Race/Ethnicity,White,0.6900000000000001
satisfied_with_life,2018,greater_hartford,Race/Ethnicity,Black,0.5454545454545455
satisfied_with_life,2018,greater_hartford,Race/Ethnicity,Latino,0.5700000000000001
satisfied_with_life,2018,greater_hartford,Education,High school or less,0.55
satisfied_with_life,2018,greater_hartford,Education,Some college or Associate's,0.59
satisfied_with_life,2018,greater_hartford,Education,Bachelor's or higher,0.75
satisfied_with_life,2018,greater_hartford,Income,<$15K,0.42000000000000004
satisfied_with_life,2018,greater_hartford,Income,$15K-$30K,0.53
satisfied_with_life,2018,greater_hartford,Income,$30K-$50K,0.56
satisfied_with_life,2018,greater_hartford,Income,$50K-$75K,0.6
satisfied_with_life,2018,greater_hartford,Income,$75K-$100K,0.7
satisfied_with_life,2018,greater_hartford,Income,$100K-$200K,0.77
satisfied_with_life,2018,greater_hartford,Income,$200K+,0.9199999999999999
satisfied_with_life,2018,greater_hartford,With children,No children,0.66
satisfied_with_life,2018,greater_hartford,With children,Children in household,0.64
satisfied_with_life,2018,greater_new_haven,Total,Total,0.66
satisfied_with_life,2018,greater_new_haven,Gender,Male,0.6599999999999999
satisfied_with_life,2018,greater_new_haven,Gender,Female,0.66
satisfied_with_life,2018,greater_new_haven,Age,Ages 18-34,0.5800000000000001
satisfied_with_life,2018,greater_new_haven,Age,Ages 35-49,0.62
satisfied_with_life,2018,greater_new_haven,Age,Ages 50-64,0.74
satisfied_with_life,2018,greater_new_haven,Age,Ages 65+,0.7272727272727273
satisfied_with_life,2018,greater_new_haven,Race/Ethnicity,White,0.6699999999999999
satisfied_with_life,2018,greater_new_haven,Race/Ethnicity,Black,0.5757575757575758
satisfied_with_life,2018,greater_new_haven,Race/Ethnicity,Latino,0.5
satisfied_with_life,2018,greater_new_haven,Education,High school or less,0.59
satisfied_with_life,2018,greater_new_haven,Education,Some college or Associate's,0.5900000000000001
satisfied_with_life,2018,greater_new_haven,Education,Bachelor's or higher,0.74
satisfied_with_life,2018,greater_new_haven,Income,<$15K,0.5
satisfied_with_life,2018,greater_new_haven,Income,$15K-$30K,0.48
satisfied_with_life,2018,greater_new_haven,Income,$30K-$50K,0.55
satisfied_with_life,2018,greater_new_haven,Income,$50K-$75K,0.65
satisfied_with_life,2018,greater_new_haven,Income,$75K-$100K,0.6699999999999999
satisfied_with_life,2018,greater_new_haven,Income,$100K-$200K,0.83
satisfied_with_life,2018,greater_new_haven,Income,$200K+,0.86
satisfied_with_life,2018,greater_new_haven,With children,No children,0.66
satisfied_with_life,2018,greater_new_haven,With children,Children in household,0.67
satisfied_with_life,2018,greater_new_london,Total,Total,0.6799999999999999
satisfied_with_life,2018,greater_new_london,Gender,Male,0.7
satisfied_with_life,2018,greater_new_london,Gender,Female,0.65
satisfied_with_life,2018,greater_new_london,Age,Ages 18-34,0.63
satisfied_with_life,2018,greater_new_london,Age,Ages 35-49,0.5900000000000001
satisfied_with_life,2018,greater_new_london,Age,Ages 50-64,0.6499999999999999
satisfied_with_life,2018,greater_new_london,Age,Ages 65+,0.8163265306122449
satisfied_with_life,2018,greater_new_london,Race/Ethnicity,White,0.71
satisfied_with_life,2018,greater_new_london,Race/Ethnicity,Not white,0.55
satisfied_with_life,2018,greater_new_london,Education,High school or less,0.6060606060606062
satisfied_with_life,2018,greater_new_london,Education,Some college or Associate's,0.6767676767676767
satisfied_with_life,2018,greater_new_london,Education,Bachelor's or higher,0.72
satisfied_with_life,2018,greater_new_london,Income,<$30K,0.47
satisfied_with_life,2018,greater_new_london,Income,$30K-$75K,0.5800000000000001
satisfied_with_life,2018,greater_new_london,Income,$75K+,0.81
satisfied_with_life,2018,greater_new_london,With children,No children,0.7
satisfied_with_life,2018,greater_new_london,With children,Children in household,0.63
satisfied_with_life,2018,greater_waterbury,Total,Total,0.65
satisfied_with_life,2018,greater_waterbury,Gender,Male,0.67
satisfied_with_life,2018,greater_waterbury,Gender,Female,0.62
satisfied_with_life,2018,greater_waterbury,Age,Ages 18-34,0.53
satisfied_with_life,2018,greater_waterbury,Age,Ages 35-49,0.6
satisfied_with_life,2018,greater_waterbury,Age,Ages 50-64,0.7
satisfied_with_life,2018,greater_waterbury,Age,Ages 65+,0.7474747474747475
satisfied_with_life,2018,greater_waterbury,Race/Ethnicity,White,0.67
satisfied_with_life,2018,greater_waterbury,Race/Ethnicity,Black,0.5700000000000001
satisfied_with_life,2018,greater_waterbury,Race/Ethnicity,Latino,0.55
satisfied_with_life,2018,greater_waterbury,Education,High school or less,0.57
satisfied_with_life,2018,greater_waterbury,Education,Some college or Associate's,0.5900000000000001
satisfied_with_life,2018,greater_waterbury,Education,Bachelor's or higher,0.74
satisfied_with_life,2018,greater_waterbury,Income,<$15K,0.4343434343434344
satisfied_with_life,2018,greater_waterbury,Income,$15K-$30K,0.4545454545454546
satisfied_with_life,2018,greater_waterbury,Income,$30K-$50K,0.56
satisfied_with_life,2018,greater_waterbury,Income,$50K-$75K,0.61
satisfied_with_life,2018,greater_waterbury,Income,$75K-$100K,0.72
satisfied_with_life,2018,greater_waterbury,Income,$100K-$200K,0.81
satisfied_with_life,2018,greater_waterbury,Income,$200K+,0.89
satisfied_with_life,2018,greater_waterbury,With children,No children,0.65
satisfied_with_life,2018,greater_waterbury,With children,Children in household,0.65
satisfied_with_life,2018,greenwich,Total,Total,0.7777777777777778
satisfied_with_life,2018,greenwich,Gender,Male,0.787878787878788
satisfied_with_life,2018,greenwich,Gender,Female,0.7653061224489796
satisfied_with_life,2018,greenwich,Age,Ages 18-34,0.74
satisfied_with_life,2018,greenwich,Age,Ages 35-54,0.7070707070707071
satisfied_with_life,2018,greenwich,Age,Ages 55+,0.826530612244898
satisfied_with_life,2018,greenwich,Race/Ethnicity,White,0.7777777777777778
satisfied_with_life,2018,greenwich,Race/Ethnicity,Not white,0.74
satisfied_with_life,2018,greenwich,Income,$75K+,0.787878787878788
satisfied_with_life,2018,greenwich,Income,<$75K,0.71
satisfied_with_life,2018,greenwich,With children,No children,0.7551020408163265
satisfied_with_life,2018,greenwich,With children,Children in household,0.81
satisfied_with_life,2018,hamden,Total,Total,0.68
satisfied_with_life,2018,hamden,Gender,Male,0.68
satisfied_with_life,2018,hamden,Gender,Female,0.67
satisfied_with_life,2018,hamden,Age,Under age 55,0.6599999999999999
satisfied_with_life,2018,hamden,Age,Age 55 or older,0.71
satisfied_with_life,2018,hamden,Race/Ethnicity,White,0.67
satisfied_with_life,2018,hamden,Race/Ethnicity,Not white,0.6699999999999999
satisfied_with_life,2018,hamden,Education,High school or less,0.7
satisfied_with_life,2018,hamden,Education,Some college or Associate's,0.52
satisfied_with_life,2018,hamden,Education,Bachelor's or higher,0.75
satisfied_with_life,2018,hamden,Income,$75K+,0.81
satisfied_with_life,2018,hamden,Income,<$75K,0.5800000000000001
satisfied_with_life,2018,hamden,With children,No children,0.62
satisfied_with_life,2018,hamden,With children,Children in household,0.77
satisfied_with_life,2018,hartford,Total,Total,0.5252525252525253
satisfied_with_life,2018,hartford,Gender,Male,0.5454545454545455
satisfied_with_life,2018,hartford,Gender,Female,0.5204081632653061
satisfied_with_life,2018,hartford,Age,Ages 18-34,0.44
satisfied_with_life,2018,hartford,Age,Ages 35-49,0.5454545454545455
satisfied_with_life,2018,hartford,Age,Ages 50-64,0.5408163265306123
satisfied_with_life,2018,hartford,Age,Ages 65+,0.6969696969696969
satisfied_with_life,2018,hartford,Race/Ethnicity,White,0.59
satisfied_with_life,2018,hartford,Race/Ethnicity,Black,0.4693877551020408
satisfied_with_life,2018,hartford,Race/Ethnicity,Latino,0.49
satisfied_with_life,2018,hartford,Education,High school or less,0.4444444444444445
satisfied_with_life,2018,hartford,Education,Some college or Associate's,0.49
satisfied_with_life,2018,hartford,Education,Bachelor's or higher,0.69
satisfied_with_life,2018,hartford,Income,<$30K,0.41000000000000003
satisfied_with_life,2018,hartford,Income,$30K-$75K,0.51
satisfied_with_life,2018,hartford,Income,$75K+,0.6969696969696969
satisfied_with_life,2018,hartford,With children,No children,0.5555555555555556
satisfied_with_life,2018,hartford,With children,Children in household,0.48
satisfied_with_life,2018,hartford_inner_ring,Total,Total,0.61
satisfied_with_life,2018,hartford_inner_ring,Gender,Male,0.63
satisfied_with_life,2018,hartford_inner_ring,Gender,Female,0.5900000000000001
satisfied_with_life,2018,hartford_inner_ring,Age,Ages 18-34,0.55
satisfied_with_life,2018,hartford_inner_ring,Age,Ages 35-49,0.56
satisfied_with_life,2018,hartford_inner_ring,Age,Ages 50-64,0.62
satisfied_with_life,2018,hartford_inner_ring,Age,Ages 65+,0.74
satisfied_with_life,2018,hartford_inner_ring,Race/Ethnicity,White,0.6
satisfied_with_life,2018,hartford_inner_ring,Race/Ethnicity,Black,0.6000000000000001
satisfied_with_life,2018,hartford_inner_ring,Race/Ethnicity,Latino,0.54
satisfied_with_life,2018,hartford_inner_ring,Education,High school or less,0.52
satisfied_with_life,2018,hartford_inner_ring,Education,Some college or Associate's,0.5599999999999999
satisfied_with_life,2018,hartford_inner_ring,Education,Bachelor's or higher,0.7
satisfied_with_life,2018,hartford_inner_ring,Income,<$15K,0.51
satisfied_with_life,2018,hartford_inner_ring,Income,$15K-$30K,0.52
satisfied_with_life,2018,hartford_inner_ring,Income,$30K-$50K,0.51
satisfied_with_life,2018,hartford_inner_ring,Income,$50K-$75K,0.55
satisfied_with_life,2018,hartford_inner_ring,Income,$75K-$100K,0.6767676767676767
satisfied_with_life,2018,hartford_inner_ring,Income,$100K+,0.73
satisfied_with_life,2018,hartford_inner_ring,With children,No children,0.63
satisfied_with_life,2018,hartford_inner_ring,With children,Children in household,0.59
satisfied_with_life,2018,hartford_outer_ring,Total,Total,0.78
satisfied_with_life,2018,hartford_outer_ring,Gender,Male,0.79
satisfied_with_life,2018,hartford_outer_ring,Gender,Female,0.76
satisfied_with_life,2018,hartford_outer_ring,Age,Ages 18-34,0.68
satisfied_with_life,2018,hartford_outer_ring,Age,Ages 35-49,0.77
satisfied_with_life,2018,hartford_outer_ring,Age,Ages 50-64,0.79
satisfied_with_life,2018,hartford_outer_ring,Age,Ages 65+,0.86
satisfied_with_life,2018,hartford_outer_ring,Race/Ethnicity,White,0.79
satisfied_with_life,2018,hartford_outer_ring,Race/Ethnicity,Not white,0.7000000000000001
satisfied_with_life,2018,hartford_outer_ring,Education,High school or less,0.75
satisfied_with_life,2018,hartford_outer_ring,Education,Some college or Associate's,0.7474747474747475
satisfied_with_life,2018,hartford_outer_ring,Education,Bachelor's or higher,0.81
satisfied_with_life,2018,hartford_outer_ring,Income,<$30K,0.62
satisfied_with_life,2018,hartford_outer_ring,Income,$30K-$75K,0.7373737373737373
satisfied_with_life,2018,hartford_outer_ring,Income,$75K+,0.8300000000000001
satisfied_with_life,2018,hartford_outer_ring,With children,No children,0.78
satisfied_with_life,2018,hartford_outer_ring,With children,Children in household,0.78
satisfied_with_life,2018,manchester,Total,Total,0.53
satisfied_with_life,2018,manchester,Gender,Male,0.5
satisfied_with_life,2018,manchester,Gender,Female,0.55
satisfied_with_life,2018,manchester,Age,Under age 55,0.47
satisfied_with_life,2018,manchester,Age,Age 55 or older,0.65
satisfied_with_life,2018,manchester,Education,Bachelor's or higher,0.6799999999999999
satisfied_with_life,2018,manchester,Education,Some college or less,0.43
satisfied_with_life,2018,manchester,Income,$75K+,0.56
satisfied_with_life,2018,manchester,Income,<$75K,0.49
satisfied_with_life,2018,meriden,Total,Total,0.6224489795918368
satisfied_with_life,2018,meriden,Gender,Male,0.6122448979591837
satisfied_with_life,2018,meriden,Gender,Female,0.6161616161616161
satisfied_with_life,2018,meriden,Age,Under age 55,0.5555555555555556
satisfied_with_life,2018,meriden,Age,Age 55 or older,0.7474747474747475
satisfied_with_life,2018,meriden,Race/Ethnicity,White,0.6020408163265306
satisfied_with_life,2018,meriden,Race/Ethnicity,Not white,0.64
satisfied_with_life,2018,meriden,Education,High school or less,0.6
satisfied_with_life,2018,meriden,Education,Some college or Associate's,0.6060606060606061
satisfied_with_life,2018,meriden,Education,Bachelor's or higher,0.64
satisfied_with_life,2018,meriden,Income,<$30K,0.37373737373737376
satisfied_with_life,2018,meriden,Income,$30K-$75K,0.6060606060606061
satisfied_with_life,2018,meriden,Income,$75K+,0.74
satisfied_with_life,2018,meriden,With children,No children,0.6060606060606061
satisfied_with_life,2018,meriden,With children,Children in household,0.6363636363636364
satisfied_with_life,2018,middlesex_county,Total,Total,0.67
satisfied_with_life,2018,middlesex_county,Gender,Male,0.71
satisfied_with_life,2018,middlesex_county,Gender,Female,0.6363636363636364
satisfied_with_life,2018,middlesex_county,Age,Under age 55,0.6599999999999999
satisfied_with_life,2018,middlesex_county,Age,Age 55 or older,0.6767676767676768
satisfied_with_life,2018,middlesex_county,Education,High school or less,0.6464646464646465
satisfied_with_life,2018,middlesex_county,Education,Some college or Associate's,0.6262626262626263
satisfied_with_life,2018,middlesex_county,Education,Bachelor's or higher,0.7
satisfied_with_life,2018,middlesex_county,Income,$75K+,0.77
satisfied_with_life,2018,middlesex_county,Income,<$75K,0.5151515151515151
satisfied_with_life,2018,middlesex_county,With children,No children,0.6565656565656566
satisfied_with_life,2018,middlesex_county,With children,Children in household,0.7
satisfied_with_life,2018,middletown,Total,Total,0.6565656565656566
satisfied_with_life,2018,middletown,Gender,Male,0.7575757575757576
satisfied_with_life,2018,middletown,Gender,Female,0.5555555555555556
satisfied_with_life,2018,middletown,Age,Under age 55,0.6161616161616161
satisfied_with_life,2018,middletown,Age,Age 55 or older,0.7142857142857143
satisfied_with_life,2018,middletown,Education,Bachelor's or higher,0.7244897959183674
satisfied_with_life,2018,middletown,Education,Some college or less,0.58
satisfied_with_life,2018,middletown,Income,$75K+,0.8484848484848485
satisfied_with_life,2018,middletown,Income,<$75K,0.51
satisfied_with_life,2018,milford,Total,Total,0.6868686868686869
satisfied_with_life,2018,milford,Gender,Male,0.63
satisfied_with_life,2018,milford,Gender,Female,0.7448979591836735
satisfied_with_life,2018,milford,Age,Under age 55,0.6363636363636364
satisfied_with_life,2018,milford,Age,Age 55 or older,0.7676767676767677
satisfied_with_life,2018,milford,Education,Bachelor's or higher,0.7373737373737373
satisfied_with_life,2018,milford,Education,Some college or less,0.6565656565656566
satisfied_with_life,2018,milford,Income,$75K+,0.83
satisfied_with_life,2018,milford,Income,<$75K,0.53
satisfied_with_life,2018,milford,With children,No children,0.6734693877551021
satisfied_with_life,2018,milford,With children,Children in household,0.72
satisfied_with_life,2018,monroe,Total,Total,0.77
satisfied_with_life,2018,ncdhd,Total,Total,0.63
satisfied_with_life,2018,ncdhd,Gender,Male,0.67
satisfied_with_life,2018,ncdhd,Gender,Female,0.6000000000000001
satisfied_with_life,2018,ncdhd,Age,Under age 55,0.59
satisfied_with_life,2018,ncdhd,Age,Age 55 or older,0.72
satisfied_with_life,2018,ncdhd,Race/Ethnicity,White,0.63
satisfied_with_life,2018,ncdhd,Race/Ethnicity,Not white,0.63
satisfied_with_life,2018,ncdhd,Education,High school or less,0.56
satisfied_with_life,2018,ncdhd,Education,Some college or Associate's,0.61
satisfied_with_life,2018,ncdhd,Education,Bachelor's or higher,0.69
satisfied_with_life,2018,ncdhd,Income,<$30K,0.54
satisfied_with_life,2018,ncdhd,Income,$30K-$75K,0.53
satisfied_with_life,2018,ncdhd,Income,$75K+,0.72
satisfied_with_life,2018,ncdhd,With children,No children,0.64
satisfied_with_life,2018,ncdhd,With children,Children in household,0.62
satisfied_with_life,2018,nddh,Total,Total,0.6799999999999999
satisfied_with_life,2018,nddh,Gender,Male,0.71
satisfied_with_life,2018,nddh,Gender,Female,0.6565656565656566
satisfied_with_life,2018,nddh,Age,Under age 55,0.63
satisfied_with_life,2018,nddh,Age,Age 55 or older,0.7474747474747475
satisfied_with_life,2018,nddh,Education,High school or less,0.6767676767676768
satisfied_with_life,2018,nddh,Education,Some college or Associate's,0.61
satisfied_with_life,2018,nddh,Education,Bachelor's or higher,0.75
satisfied_with_life,2018,nddh,Income,<$30K,0.47474747474747475
satisfied_with_life,2018,nddh,Income,$30K-$75K,0.76
satisfied_with_life,2018,nddh,Income,$75K+,0.77
satisfied_with_life,2018,nddh,With children,No children,0.6699999999999999
satisfied_with_life,2018,nddh,With children,Children in household,0.71
satisfied_with_life,2018,new_britain,Total,Total,0.5800000000000001
satisfied_with_life,2018,new_britain,Gender,Male,0.59
satisfied_with_life,2018,new_britain,Gender,Female,0.58
satisfied_with_life,2018,new_britain,Age,Under age 55,0.54
satisfied_with_life,2018,new_britain,Age,Age 55 or older,0.6599999999999999
satisfied_with_life,2018,new_britain,Race/Ethnicity,White,0.56
satisfied_with_life,2018,new_britain,Race/Ethnicity,Not white,0.6
satisfied_with_life,2018,new_britain,Education,High school or less,0.54
satisfied_with_life,2018,new_britain,Education,Some college or Associate's,0.63
satisfied_with_life,2018,new_britain,Education,Bachelor's or higher,0.61
satisfied_with_life,2018,new_britain,Income,<$30K,0.47
satisfied_with_life,2018,new_britain,Income,$30K-$75K,0.62
satisfied_with_life,2018,new_britain,Income,$75K+,0.63
satisfied_with_life,2018,new_britain,With children,No children,0.62
satisfied_with_life,2018,new_britain,With children,Children in household,0.52
satisfied_with_life,2018,new_haven,Total,Total,0.5959595959595959
satisfied_with_life,2018,new_haven,Gender,Male,0.6161616161616161
satisfied_with_life,2018,new_haven,Gender,Female,0.57
satisfied_with_life,2018,new_haven,Age,Ages 18-34,0.585858585858586
satisfied_with_life,2018,new_haven,Age,Ages 35-49,0.49
