code,category,response,value,group,year
DISCRIM1_1,Urban Periphery,Once,0.3,Urban Periphery,2018
DISCRIM1_1,Urban Periphery,Never in the past 3 years,0.45,Urban Periphery,2018
DISCRIM1_1,Urban Periphery,Don't know,0.01,Urban Periphery,2018
DISCRIM1_1,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM2,Urban Periphery,Yes,0.12,Urban Periphery,2018
DISCRIM2,Urban Periphery,No,0.88,Urban Periphery,2018
DISCRIM2,Urban Periphery,Don't know,0,Urban Periphery,2018
DISCRIM2,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Ancestry or National Origins,0.08,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Gender,0.12,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Race,0.3,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Age,0.15,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Religion,0.03,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Height,0.04,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Weight,0.02,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Some other Aspect of Your Physical Appearance,0.16,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Sexual Orientation,0.02,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Your Education or Income Level,0.05,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,A physical disability,0.02,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Don't know,0.34,Urban Periphery,2018
DISCRIM2_2,Urban Periphery,Refused,0.02,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,Once every week or more,0.01,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,A few times every month,0.02,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,A few times every year,0.08,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,A few times in the past 3 years,0.18,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,Once,0.31,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,Never in the past 3 years,0.4,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,Don't know,0,Urban Periphery,2018
DISCRIM2_1,Urban Periphery,Refused,0.01,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,In a car,0.61,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,Walking or biking along a street,0.22,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,At a bus stop,0.04,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,Inside a bus,0.01,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,At a public park,0.08,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,Inside a house or apartment,0.09,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,Inside a store,0.06,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,Someplace else Other,0.12,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,Don't know,0.01,Urban Periphery,2018
DISCRIM2_3,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM3,Urban Periphery,Yes,0.1,Urban Periphery,2018
DISCRIM3,Urban Periphery,No,0.87,Urban Periphery,2018
DISCRIM3,Urban Periphery,Don't know,0.03,Urban Periphery,2018
DISCRIM3,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Ancestry or National Origins,0.03,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Gender,0.41,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Race,0.01,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Age,0.13,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Religion,0.03,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Height,0.02,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Weight,0.01,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Some other Aspect of Your Physical Appearance,0.05,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Sexual Orientation,0.03,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Your Education or Income Level,0.15,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,A physical disability,0.01,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Don't know,0.32,Urban Periphery,2018
DISCRIM3_2,Urban Periphery,Refused,0.03,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,Once every week or more,0.04,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,A few times every month,0.06,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,A few times every year,0.2,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,A few times in the past 3 years,0.21,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,Once,0.39,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,Never in the past 3 years,0.1,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,Don't know,0,Urban Periphery,2018
DISCRIM3_1,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM4,Urban Periphery,Yes,0.04,Urban Periphery,2018
DISCRIM4,Urban Periphery,No,0.96,Urban Periphery,2018
DISCRIM4,Urban Periphery,Don't know,0,Urban Periphery,2018
DISCRIM4,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Ancestry or National Origins,0.07,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Gender,0.08,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Race,0.42,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Age,0.08,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Religion,0.07,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Height,0.03,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Weight,0,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Some other Aspect of Your Physical Appearance,0.08,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Sexual Orientation,0.02,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Your Education or Income Level,0.15,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,A physical disability,0.03,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Don't know,0.24,Urban Periphery,2018
DISCRIM4_2,Urban Periphery,Refused,0.03,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,Once every week or more,0.04,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,A few times every month,0.05,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,A few times every year,0.04,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,A few times in the past 3 years,0.12,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,Once,0.27,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,Never in the past 3 years,0.45,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,Don't know,0.03,Urban Periphery,2018
DISCRIM4_1,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM5,Urban Periphery,Yes,0.11,Urban Periphery,2018
DISCRIM5,Urban Periphery,No,0.87,Urban Periphery,2018
DISCRIM5,Urban Periphery,Don't know,0.02,Urban Periphery,2018
DISCRIM5,Urban Periphery,Refused,0,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Ancestry or National Origins,0.07,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Gender,0.11,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Race,0.18,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Age,0.13,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Religion,0.02,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Height,0.01,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Weight,0.11,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Some other Aspect of Your Physical Appearance,0.1,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Sexual Orientation,0.04,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your Education or Income Level,0.14,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,A physical disability,0.07,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Your health insurance status,0.29,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Don't know,0.21,Urban Periphery,2018
DISCRIM5_2,Urban Periphery,Refused,0.02,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,Once every week or more,0.04,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,A few times every month,0.06,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,A few times every year,0.22,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,A few times in the past 3 years,0.38,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,Once,0.17,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,Never in the past 3 years,0.12,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,Don't know,0.01,Urban Periphery,2018
DISCRIM5_1,Urban Periphery,Refused,0.01,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,At a doctor's office or when visiting the doctor,0.52,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,At a hospital or emergency room,0.35,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,At a community health center,0.13,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,At an urgent care center,0.13,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,At a pharmacy,0.08,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,At a dentist,0.14,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,Within a nursing home or other facility,0.01,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,When seeking health insurance coverage (in person or online),0.06,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,Someplace else Other,0.06,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,Don't know,0.02,Urban Periphery,2018
DISCRIM5_3,Urban Periphery,Refused,0,Urban Periphery,2018
Q77,Urban Periphery,Yes,0.94,Urban Periphery,2018
Q77,Urban Periphery,No,0.06,Urban Periphery,2018
Q77,Urban Periphery,Refused,0,Urban Periphery,2018
Q78,Urban Periphery,Spanish,0.42,Urban Periphery,2018
Q78,Urban Periphery,"Chinese (Cantonese, Mandarin)",0.03,Urban Periphery,2018
Q78,Urban Periphery,French,0.02,Urban Periphery,2018
Q78,Urban Periphery,German,0,Urban Periphery,2018
Q78,Urban Periphery,Tagalog,0.01,Urban Periphery,2018
Q78,Urban Periphery,Vietnamese,0.04,Urban Periphery,2018
Q78,Urban Periphery,Italian,0.02,Urban Periphery,2018
Q78,Urban Periphery,Korean,0.02,Urban Periphery,2018
Q78,Urban Periphery,Russian,0.02,Urban Periphery,2018
Q78,Urban Periphery,Polish,0.03,Urban Periphery,2018
Q78,Urban Periphery,Arabic,0.01,Urban Periphery,2018
Q78,Urban Periphery,Portuguese,0.06,Urban Periphery,2018
Q78,Urban Periphery,Japanese,0.02,Urban Periphery,2018
Q78,Urban Periphery,Haitian Creole (Creole/Kreyol),0.03,Urban Periphery,2018
Q78,Urban Periphery,Hindi,0.04,Urban Periphery,2018
Q78,Urban Periphery,Urdu,0.01,Urban Periphery,2018
Q78,Urban Periphery,Other,0.19,Urban Periphery,2018
Q78,Urban Periphery,Refused,0.02,Urban Periphery,2018
Q79,Urban Periphery,Yes,0.87,Urban Periphery,2018
Q79,Urban Periphery,No,0.12,Urban Periphery,2018
Q79,Urban Periphery,Refused,0,Urban Periphery,2018
Q80,Urban Periphery,Less than 5,0.14,Urban Periphery,2018
Q80,Urban Periphery,5 to 10,0.11,Urban Periphery,2018
Q80,Urban Periphery,11 to 20,0.23,Urban Periphery,2018
Q80,Urban Periphery,More than 20,0.5,Urban Periphery,2018
Q80,Urban Periphery,Refused,0.03,Urban Periphery,2018
MILITARY,Urban Periphery,Yes,0.09,Urban Periphery,2018
MILITARY,Urban Periphery,No,0.9,Urban Periphery,2018
MILITARY,Urban Periphery,Refused,0.01,Urban Periphery,2018
DISABILITY,Urban Periphery,Yes,0.16,Urban Periphery,2018
DISABILITY,Urban Periphery,No,0.83,Urban Periphery,2018
DISABILITY,Urban Periphery,Refused,0.01,Urban Periphery,2018
ENROLLED,Urban Periphery,Yes,0.32,Urban Periphery,2018
ENROLLED,Urban Periphery,No,0.68,Urban Periphery,2018
ENROLLED,Urban Periphery,Refused,0.01,Urban Periphery,2018
SOCI1,Urban Periphery,Lesbian or Gay,0.02,Urban Periphery,2018
SOCI1,Urban Periphery,"Straight, that is, not gay",0.88,Urban Periphery,2018
SOCI1,Urban Periphery,Bisexual,0.04,Urban Periphery,2018
SOCI1,Urban Periphery,Something else,0.02,Urban Periphery,2018
SOCI1,Urban Periphery,I don't know the answer,0.01,Urban Periphery,2018
SOCI1,Urban Periphery,Refused,0.03,Urban Periphery,2018
SOCI2,Urban Periphery,"Yes, Transgender male to female",0.002,Urban Periphery,2018
SOCI2,Urban Periphery,"Yes, Transgender female to male",0.002,Urban Periphery,2018
SOCI2,Urban Periphery,"Yes, Transgender, gender nonconforming",0.003,Urban Periphery,2018
SOCI2,Urban Periphery,No,0.97,Urban Periphery,2018
SOCI2,Urban Periphery,Don't know/Not sure,0.003,Urban Periphery,2018
SOCI2,Urban Periphery,Refused,0.02,Urban Periphery,2018
Q1,Urban Core,Yes,0.68,Urban Core,2018
Q1,Urban Core,No,0.31,Urban Core,2018
Q1,Urban Core,Don't know,0.01,Urban Core,2018
Q1,Urban Core,Refused,0,Urban Core,2018
Q2,Urban Core,Much better,0.09,Urban Core,2018
Q2,Urban Core,Somewhat better,0.24,Urban Core,2018
Q2,Urban Core,About the same,0.39,Urban Core,2018
Q2,Urban Core,Somewhat worse,0.16,Urban Core,2018
Q2,Urban Core,Much worse,0.1,Urban Core,2018
Q2,Urban Core,Don't know,0.02,Urban Core,2018
Q2,Urban Core,Refused,0,Urban Core,2018
Q4A,Urban Core,Excellent,0.06,Urban Core,2018
Q4A,Urban Core,Good,0.22,Urban Core,2018
Q4A,Urban Core,Fair,0.31,Urban Core,2018
Q4A,Urban Core,Poor,0.27,Urban Core,2018
Q4A,Urban Core,Don't know enough about it in order to say,0.13,Urban Core,2018
Q4A,Urban Core,Refused,0,Urban Core,2018
Q4D,Urban Core,Excellent,0.13,Urban Core,2018
Q4D,Urban Core,Good,0.36,Urban Core,2018
Q4D,Urban Core,Fair,0.31,Urban Core,2018
Q4D,Urban Core,Poor,0.14,Urban Core,2018
Q4D,Urban Core,Don't know enough about it in order to say,0.05,Urban Core,2018
Q4D,Urban Core,Refused,0,Urban Core,2018
Q4E,Urban Core,Excellent,0.06,Urban Core,2018
Q4E,Urban Core,Good,0.23,Urban Core,2018
Q4E,Urban Core,Fair,0.33,Urban Core,2018
Q4E,Urban Core,Poor,0.25,Urban Core,2018
Q4E,Urban Core,Don't know enough about it in order to say,0.12,Urban Core,2018
Q4E,Urban Core,Refused,0,Urban Core,2018
Q4F,Urban Core,Excellent,0.08,Urban Core,2018
Q4F,Urban Core,Good,0.28,Urban Core,2018
Q4F,Urban Core,Fair,0.33,Urban Core,2018
Q4F,Urban Core,Poor,0.25,Urban Core,2018
Q4F,Urban Core,Don't know enough about it in order to say,0.06,Urban Core,2018
Q4F,Urban Core,Refused,0,Urban Core,2018
Q4G,Urban Core,Excellent,0.12,Urban Core,2018
Q4G,Urban Core,Good,0.38,Urban Core,2018
Q4G,Urban Core,Fair,0.3,Urban Core,2018
Q4G,Urban Core,Poor,0.15,Urban Core,2018
Q4G,Urban Core,Don't know enough about it in order to say,0.04,Urban Core,2018
Q4G,Urban Core,Refused,0,Urban Core,2018
Q4H,Urban Core,Excellent,0.16,Urban Core,2018
Q4H,Urban Core,Good,0.38,Urban Core,2018
Q4H,Urban Core,Fair,0.29,Urban Core,2018
Q4H,Urban Core,Poor,0.13,Urban Core,2018
Q4H,Urban Core,Don't know enough about it in order to say,0.04,Urban Core,2018
Q4H,Urban Core,Refused,0,Urban Core,2018
Q5,Urban Core,Yes,0.36,Urban Core,2018
Q5,Urban Core,No,0.63,Urban Core,2018
Q5,Urban Core,Don't know,0,Urban Core,2018
Q5,Urban Core,Refused,0,Urban Core,2018
Q6,Urban Core,Great influence,0.07,Urban Core,2018
Q6,Urban Core,Moderate influence,0.24,Urban Core,2018
Q6,Urban Core,A little influence,0.32,Urban Core,2018
Q6,Urban Core,No influence at all,0.33,Urban Core,2018
Q6,Urban Core,Don't know,0.03,Urban Core,2018
Q6,Urban Core,Refused,0,Urban Core,2018
Q8,Urban Core,Very often,0.11,Urban Core,2018
Q8,Urban Core,Fairly often,0.16,Urban Core,2018
Q8,Urban Core,Sometimes,0.35,Urban Core,2018
Q8,Urban Core,Almost never,0.16,Urban Core,2018
Q8,Urban Core,Never at all,0.2,Urban Core,2018
Q8,Urban Core,Don't know,0.01,Urban Core,2018
Q8,Urban Core,Refused,0,Urban Core,2018
Q9,Urban Core,Very often,0.64,Urban Core,2018
Q9,Urban Core,Fairly often,0.11,Urban Core,2018
Q9,Urban Core,Sometimes,0.11,Urban Core,2018
Q9,Urban Core,Almost never,0.04,Urban Core,2018
Q9,Urban Core,Never at all,0.09,Urban Core,2018
Q9,Urban Core,Don't know,0.01,Urban Core,2018
Q9,Urban Core,Refused,0,Urban Core,2018
Q57,Urban Core,"Single, never married",0.46,Urban Core,2018
Q57,Urban Core,Married or civil union,0.29,Urban Core,2018
Q57,Urban Core,Living with partner,0.06,Urban Core,2018
Q57,Urban Core,Separated,0.02,Urban Core,2018
Q57,Urban Core,Divorced,0.09,Urban Core,2018
Q57,Urban Core,Widowed,0.06,Urban Core,2018
Q57,Urban Core,Refused,0.01,Urban Core,2018
Q60,Urban Core,One,0.3,Urban Core,2018
Q60,Urban Core,Two,0.42,Urban Core,2018
Q60,Urban Core,Three,0.16,Urban Core,2018
Q60,Urban Core,Four or more,0.12,Urban Core,2018
Q60,Urban Core,Refused,0.01,Urban Core,2018
Q58,Urban Core,Refused,0.02,Urban Core,2018
Q58,Urban Core,No,0.64,Urban Core,2018
Q58,Urban Core,Yes,0.34,Urban Core,2018
CHILDCARE,Urban Core,Very easy,0.12,Urban Core,2018
CHILDCARE,Urban Core,Somewhat easy,0.24,Urban Core,2018
CHILDCARE,Urban Core,Somewhat hard,0.3,Urban Core,2018
CHILDCARE,Urban Core,Very hard,0.31,Urban Core,2018
CHILDCARE,Urban Core,Don't know,0.04,Urban Core,2018
CHILDCARE,Urban Core,Refused,0,Urban Core,2018
Q11,Urban Core,I own my home,0.38,Urban Core,2018
Q11,Urban Core,I rent my home,0.47,Urban Core,2018
Q11,Urban Core,I live with family or friends who own,0.08,Urban Core,2018
Q11,Urban Core,I live with family or friends who rent,0.04,Urban Core,2018
Q11,Urban Core,Other,0.01,Urban Core,2018
Q11,Urban Core,Refused,0.01,Urban Core,2018
Q12,Urban Core,Yes,0.27,Urban Core,2018
Q12,Urban Core,No,0.72,Urban Core,2018
Q12,Urban Core,Don't know,0.01,Urban Core,2018
Q12,Urban Core,Refused,0,Urban Core,2018
MOVEYEAR,Urban Core,Within the last 3 years,0.26,Urban Core,2018
MOVEYEAR,Urban Core,4 to 10 years ago,0.32,Urban Core,2018
MOVEYEAR,Urban Core,11 to 19 years ago,0.16,Urban Core,2018
MOVEYEAR,Urban Core,20 or more years ago,0.21,Urban Core,2018
MOVEYEAR,Urban Core,Refused,0.05,Urban Core,2018
RECENTMOVE,Urban Core,"Was living in the same building, facility, or housing development that I live in now",0.05,Urban Core,2018
RECENTMOVE,Urban Core,"Was living somewhere in the same neighborhood, town, or city as my current home",0.54,Urban Core,2018
RECENTMOVE,Urban Core,In a different town or city within <state2>,0.26,Urban Core,2018
RECENTMOVE,Urban Core,In another U.S. state (please specify),0.11,Urban Core,2018
RECENTMOVE,Urban Core,"In Puerto Rico, US Virgin Islands, or another U.S. territory",0.01,Urban Core,2018
RECENTMOVE,Urban Core,Somewhere outside of the United States,0.03,Urban Core,2018
RECENTMOVE,Urban Core,Don't know,0,Urban Core,2018
RECENTMOVE,Urban Core,Refused,0,Urban Core,2018
OWNRECEMOV,Urban Core,"Good financial decision (e.g., building equity, long term investment potential)",0.59,Urban Core,2018
OWNRECEMOV,Urban Core,Better quality or larger home,0.39,Urban Core,2018
OWNRECEMOV,Urban Core,Closer to work or school,0.23,Urban Core,2018
OWNRECEMOV,Urban Core,Better quality neighborhood or schools,0.27,Urban Core,2018
OWNRECEMOV,Urban Core,Relocated to a new city,0.14,Urban Core,2018
OWNRECEMOV,Urban Core,"Change in family status (e.g. marriage, divorce, children)",0.17,Urban Core,2018
OWNRECEMOV,Urban Core,Other,0.06,Urban Core,2018
OWNRECEMOV,Urban Core,Don't know,0,Urban Core,2018
OWNRECEMOV,Urban Core,Refused,0,Urban Core,2018
RENTPREVST,Urban Core,No,0.91,Urban Core,2018
RENTPREVST,Urban Core,Yes and I still own that home,0.05,Urban Core,2018
RENTPREVST,Urban Core,Yes and I sold that home,0.03,Urban Core,2018
RENTPREVST,Urban Core,Other,0.02,Urban Core,2018
RENTPREVST,Urban Core,Don't know,0,Urban Core,2018
RENTPREVST,Urban Core,Refused,0,Urban Core,2018
RENTEVICT,Urban Core,Yes,0.08,Urban Core,2018
RENTEVICT,Urban Core,No,0.91,Urban Core,2018
RENTEVICT,Urban Core,Don't know,0,Urban Core,2018
RENTEVICT,Urban Core,Refused,0,Urban Core,2018
RENTEVICTRA,Urban Core,Yes,0.02,Urban Core,2018
RENTEVICTRA,Urban Core,No,0.98,Urban Core,2018
RENTEVICTRA,Urban Core,Don't know,0,Urban Core,2018
RENTEVICTRA,Urban Core,Refused,0,Urban Core,2018
RENTEVICTRAB,Urban Core,Yes,0.05,Urban Core,2018
RENTEVICTRAB,Urban Core,No,0.95,Urban Core,2018
RENTEVICTRAB,Urban Core,Don't know,0,Urban Core,2018
RENTEVICTRAB,Urban Core,Refused,0,Urban Core,2018
RENTEVICTRC,Urban Core,Yes,0.04,Urban Core,2018
RENTEVICTRC,Urban Core,No,0.96,Urban Core,2018
RENTEVICTRC,Urban Core,Don't know,0,Urban Core,2018
RENTEVICTRC,Urban Core,Refused,0,Urban Core,2018
RENTFORECLA,Urban Core,Yes,0.13,Urban Core,2018
RENTFORECLA,Urban Core,No,0.87,Urban Core,2018
RENTFORECLA,Urban Core,Don't know,0,Urban Core,2018
RENTFORECLA,Urban Core,Refused,0,Urban Core,2018
RENTFORECLB,Urban Core,Yes,0.14,Urban Core,2018
RENTFORECLB,Urban Core,No,0.86,Urban Core,2018
RENTFORECLB,Urban Core,Don't know,0,Urban Core,2018
RENTFORECLB,Urban Core,Refused,0,Urban Core,2018
RENTFORECLA,Urban Core,Yes,0.11,Urban Core,2018
RENTFORECLA,Urban Core,No,0.88,Urban Core,2018
RENTFORECLA,Urban Core,Don't know,0.01,Urban Core,2018
RENTFORECLA,Urban Core,Refused,0,Urban Core,2018
RENTMOVEOT,Urban Core,Rent increased at previous home or apartment,0.13,Urban Core,2018
RENTMOVEOT,Urban Core,Landlord would not fix things at previous home or apartment,0.14,Urban Core,2018
RENTMOVEOT,Urban Core,To save money,0.22,Urban Core,2018
RENTMOVEOT,Urban Core,Better quality or larger home,0.34,Urban Core,2018
RENTMOVEOT,Urban Core,Closer to work or school,0.19,Urban Core,2018
RENTMOVEOT,Urban Core,Better quality neighborhood or schools,0.17,Urban Core,2018
RENTMOVEOT,Urban Core,Relocated to a new city,0.18,Urban Core,2018
RENTMOVEOT,Urban Core,"Change in family status (i.e. marriage, divorce, children)",0.18,Urban Core,2018
RENTMOVEOT,Urban Core,Other,0.16,Urban Core,2018
RENTMOVEOT,Urban Core,Don't know,0.01,Urban Core,2018
RENTMOVEOT,Urban Core,Refused,0.01,Urban Core,2018
Q13R1,Urban Core,Yes,0.45,Urban Core,2018
Q13R1,Urban Core,No,0.54,Urban Core,2018
Q13R1,Urban Core,Don't know,0,Urban Core,2018
Q13R1,Urban Core,Refused,0,Urban Core,2018
Q13R2,Urban Core,Yes,0.85,Urban Core,2018
Q13R2,Urban Core,No,0.15,Urban Core,2018
Q13R2,Urban Core,Don't know,0,Urban Core,2018
Q13R2,Urban Core,Refused,0,Urban Core,2018
Q13R3,Urban Core,None,0.29,Urban Core,2018
Q13R3,Urban Core,A little difficulty,0.25,Urban Core,2018
Q13R3,Urban Core,Moderate difficulty,0.2,Urban Core,2018
Q13R3,Urban Core,Substantial difficulty,0.26,Urban Core,2018
Q13R3,Urban Core,Don't know,0,Urban Core,2018
Q13R3,Urban Core,Refused,0,Urban Core,2018
Q14R1,Urban Core,Definitely no,0.26,Urban Core,2018
Q14R1,Urban Core,Probably no,0.21,Urban Core,2018
Q14R1,Urban Core,Probably yes,0.3,Urban Core,2018
Q14R1,Urban Core,Definitely yes,0.21,Urban Core,2018
Q14R1,Urban Core,Don't know,0.02,Urban Core,2018
Q14R1,Urban Core,Refused,0,Urban Core,2018
Q14R2,Urban Core,Very likely,0.38,Urban Core,2018
Q14R2,Urban Core,Somewhat likely,0.32,Urban Core,2018
Q14R2,Urban Core,Not very likely,0.14,Urban Core,2018
Q14R2,Urban Core,Not at all likely,0.14,Urban Core,2018
Q14R2,Urban Core,Don't know,0.01,Urban Core,2018
Q14R2,Urban Core,Refused,0,Urban Core,2018
Q15,Urban Core,Yes,0.73,Urban Core,2018
Q15,Urban Core,No,0.24,Urban Core,2018
Q15,Urban Core,Don't know,0.02,Urban Core,2018
Q15,Urban Core,Refused,0,Urban Core,2018
Q17A,Urban Core,Strongly agree,0.41,Urban Core,2018
Q17A,Urban Core,Somewhat agree,0.31,Urban Core,2018
Q17A,Urban Core,Somewhat disagree,0.13,Urban Core,2018
Q17A,Urban Core,Strongly disagree,0.13,Urban Core,2018
Q17A,Urban Core,Don't know,0.01,Urban Core,2018
Q17A,Urban Core,Refused,0,Urban Core,2018
Q17B,Urban Core,Strongly agree,0.46,Urban Core,2018
Q17B,Urban Core,Somewhat agree,0.31,Urban Core,2018
Q17B,Urban Core,Somewhat disagree,0.1,Urban Core,2018
Q17B,Urban Core,Strongly disagree,0.12,Urban Core,2018
Q17B,Urban Core,Don't know,0,Urban Core,2018
Q17B,Urban Core,Refused,0,Urban Core,2018
Q17C,Urban Core,Strongly agree,0.3,Urban Core,2018
Q17C,Urban Core,Somewhat agree,0.3,Urban Core,2018
Q17C,Urban Core,Somewhat disagree,0.15,Urban Core,2018
Q17C,Urban Core,Strongly disagree,0.23,Urban Core,2018
Q17C,Urban Core,Don't know,0.02,Urban Core,2018
Q17C,Urban Core,Refused,0,Urban Core,2018
Q17E,Urban Core,Strongly agree,0.35,Urban Core,2018
Q17E,Urban Core,Somewhat agree,0.34,Urban Core,2018
Q17E,Urban Core,Somewhat disagree,0.14,Urban Core,2018
Q17E,Urban Core,Strongly disagree,0.15,Urban Core,2018
Q17E,Urban Core,Don't know,0.01,Urban Core,2018
Q17E,Urban Core,Refused,0,Urban Core,2018
Q17F,Urban Core,Strongly agree,0.26,Urban Core,2018
Q17F,Urban Core,Somewhat agree,0.24,Urban Core,2018
Q17F,Urban Core,Somewhat disagree,0.21,Urban Core,2018
Q17F,Urban Core,Strongly disagree,0.27,Urban Core,2018
Q17F,Urban Core,Don't know,0.02,Urban Core,2018
Q17F,Urban Core,Refused,0,Urban Core,2018
Q17G,Urban Core,Strongly agree,0.24,Urban Core,2018
Q17G,Urban Core,Somewhat agree,0.38,Urban Core,2018
Q17G,Urban Core,Somewhat disagree,0.18,Urban Core,2018
Q17G,Urban Core,Strongly disagree,0.17,Urban Core,2018
Q17G,Urban Core,Don't know,0.03,Urban Core,2018
Q17G,Urban Core,Refused,0,Urban Core,2018
Q17H,Urban Core,Strongly agree,0.16,Urban Core,2018
Q17H,Urban Core,Somewhat agree,0.32,Urban Core,2018
Q17H,Urban Core,Somewhat disagree,0.23,Urban Core,2018
